epoch	loss	acc
0	36.1496926705865	0.6083333333333333
1	1.2358387112770937	0.85
2	0.11214572859759606	0.9583333333333334
3	0.0943188690319352	0.9583333333333334
4	0.0552487778385684	0.9833333333333333
5	0.03724500931457978	0.9833333333333333
6	0.03310302897066068	0.9916666666666667
7	0.034258427828561255	0.9833333333333333
8	0.03092385806990651	0.9916666666666667
9	0.013032905337958317	0.9916666666666667
10	0.010073629587612966	1.0
11	0.007675284751462189	1.0
12	0.00587139972279205	1.0
13	0.004602631739895871	1.0
14	0.003757571924759067	1.0
15	0.003093240622204794	1.0
16	0.002633560775749499	1.0
17	0.002289866015007233	1.0
18	0.0020273140192108106	1.0
19	0.0018073759510531349	1.0
20	0.0016503269261375542	1.0
21	0.0015101003941788032	1.0
22	0.0013938257012025375	1.0
23	0.001295362912998473	1.0
24	0.001215117016388632	1.0
25	0.0011387939686881713	1.0
26	0.0010736241710456215	1.0
27	0.001017026786009705	1.0
28	0.0009708629070831718	1.0
29	0.0008641036908996139	1.0
30	0.0007969423250909764	1.0
31	0.0007449374388187394	1.0
32	0.000712337788660843	1.0
33	0.000680658190848913	1.0
34	0.0006507430873814712	1.0
35	0.0006297548920263937	1.0
36	0.0006029752885977905	1.0
37	0.0005797768973922063	1.0
38	0.0005623464241587	1.0
39	0.0005409000521594005	1.0
40	0.0005220166683869519	1.0
41	0.0004988906785422402	1.0
42	0.0004708249317072466	1.0
43	0.00044726213277882366	1.0
44	0.0004277700237912061	1.0
45	0.0004103400675249228	1.0
46	0.0003955183466476344	1.0
47	0.00038158457097531474	1.0
48	0.00036900351459941236	1.0
49	0.0003568360643162391	1.0
50	0.0003456336144612014	1.0
51	0.0003349814529415677	1.0
52	0.00032481028952366343	1.0
53	0.0003161524199292618	1.0
54	0.0003073821502575413	1.0
55	0.0002992654932259922	1.0
56	0.00029147951529267266	1.0
57	0.00028444993178093213	1.0
58	0.00027739584513362177	1.0
59	0.0002711069359197288	1.0
60	0.0002650087767835858	1.0
61	0.000259140397021593	1.0
62	0.0002537182953476841	1.0
63	0.00024866564793972473	1.0
64	0.00024346759193258962	1.0
65	0.00023870109775583784	1.0
66	0.0002340582057391419	1.0
67	0.00022984288025327276	1.0
68	0.00022547594185019426	1.0
69	0.00022148469387639147	1.0
70	0.0002176416657490789	1.0
71	0.00021378975445766733	1.0
72	0.00021010064262814716	1.0
73	0.0002067104708809036	1.0
74	0.00020315627614005694	1.0
75	0.00019996204783474886	1.0
76	0.00019663156117492533	1.0
77	0.00019350041343434474	1.0
78	0.00019061937945966077	1.0
79	0.00018754356711504135	1.0
80	0.00018493132842810087	1.0
81	0.00018205952683705698	1.0
82	0.00017948448819914026	1.0
83	0.0001769955568051225	1.0
84	0.00017445097351343597	1.0
85	0.00017207421721094737	1.0
86	0.00016963690896344116	1.0
87	0.00016738880540719287	1.0
88	0.00016512973189368753	1.0
89	0.0001630674622041872	1.0
90	0.00016098269833556106	1.0
91	0.00015884931172015394	1.0
92	0.00015694462894532814	1.0
93	0.0001549814444565152	1.0
94	0.00015314688027743886	1.0
95	0.00015120034807098085	1.0
96	0.00014943054281239685	1.0
97	0.00014775007740260845	1.0
98	0.00014592126327367424	1.0
99	0.00014439712432361482	1.0
100	0.0001427327151782177	1.0
101	0.00014114961704559428	1.0
102	0.0001396564960946023	1.0
103	0.0001381486627397104	1.0
104	0.000136654177943248	1.0
105	0.00013521268665568075	1.0
106	0.00013375679516496551	1.0
107	0.00013243736333234688	1.0
108	0.0001310023391735849	1.0
109	0.00012975588177764185	1.0
110	0.00012848299753378983	1.0
111	0.00012717592695838563	1.0
112	0.00012588737155278247	1.0
113	0.00012470223163124346	1.0
114	0.0001235331889203379	1.0
115	0.00012235140189776426	1.0
116	0.00012119279278145298	1.0
117	0.00011994463056159902	1.0
118	0.00011899093897022819	1.0
119	0.00011787853510611973	1.0
120	0.00011681183503372151	1.0
121	0.00011574465501539295	1.0
122	0.00011474166806697603	1.0
123	0.00011370395821068081	1.0
124	0.00011270372079012435	1.0
125	0.0001117660300491466	1.0
126	0.00011081486374254171	1.0
127	0.00010981201275394034	1.0
128	0.00010897789450200371	1.0
129	0.00010804827205278716	1.0
130	0.00010717685191126205	1.0
131	0.00010623941156644895	1.0
132	0.00010542464124954742	1.0
133	0.00010458546083011344	1.0
134	0.00010373850705198917	1.0
135	0.00010292776662571713	1.0
136	0.00010202400594697335	1.0
137	0.00010131940645883546	1.0
138	0.00010056779145589015	1.0
139	9.973443628908024e-05	1.0
140	9.897707135481747e-05	1.0
141	9.820060684957175e-05	1.0
142	9.744053817002355e-05	1.0
143	9.66888087911035e-05	1.0
144	9.591160236835041e-05	1.0
145	9.525887971827295e-05	1.0
146	9.445603624228433e-05	1.0
147	9.384969815710068e-05	1.0
148	9.313485861159199e-05	1.0
149	9.244031654839792e-05	1.0
150	9.1785862592923e-05	1.0
151	9.111156400175478e-05	1.0
152	9.043234630576197e-05	1.0
153	8.982249048923616e-05	1.0
154	8.918002038087792e-05	1.0
155	8.855029015050818e-05	1.0
156	8.790215634511852e-05	1.0
157	8.734314220191107e-05	1.0
158	8.671444990916449e-05	1.0
159	8.611745475585556e-05	1.0
160	8.558705967425697e-05	1.0
161	8.499137886852978e-05	1.0
162	8.444226950170749e-05	1.0
163	8.386475605713057e-05	1.0
164	8.331496168400406e-05	1.0
165	8.276131605870699e-05	1.0
166	8.223298172743773e-05	1.0
167	8.168507592552069e-05	1.0
168	8.120100965959669e-05	1.0
169	8.067335032005182e-05	1.0
170	8.018053545586287e-05	1.0
171	7.966659182368546e-05	1.0
172	7.916933586605337e-05	1.0
173	7.86736713970552e-05	1.0
174	7.820105859431018e-05	1.0
175	7.768064155437285e-05	1.0
176	7.724499809164404e-05	1.0
177	7.677678139474387e-05	1.0
178	7.627824092991736e-05	1.0
179	7.589182544150175e-05	1.0
180	7.543397149863007e-05	1.0
181	7.501385621639518e-05	1.0
182	7.458679961757931e-05	1.0
183	7.416799091438192e-05	1.0
184	7.37271327277694e-05	1.0
185	7.334062403832503e-05	1.0
186	7.292208699654879e-05	1.0
187	7.248534512612735e-05	1.0
188	7.213652751411085e-05	1.0
189	7.172478848844779e-05	1.0
190	7.133097332938918e-05	1.0
191	7.09493616201805e-05	1.0
192	7.054754011228679e-05	1.0
193	7.018012206490005e-05	1.0
194	6.982068898507564e-05	1.0
195	6.943694686586384e-05	1.0
196	6.907265721259079e-05	1.0
197	6.868097666376984e-05	1.0
198	6.835882314107995e-05	1.0
199	6.797999704609511e-05	1.0
200	6.765091466432116e-05	1.0
201	6.729085335914957e-05	1.0
202	6.693499521933903e-05	1.0
203	6.66134281493192e-05	1.0
204	6.624794474112576e-05	1.0
205	6.591862686466804e-05	1.0
206	6.559620730791306e-05	1.0
207	6.526451319496445e-05	1.0
208	6.491678250588536e-05	1.0
209	6.460741056157753e-05	1.0
210	6.430404000584186e-05	1.0
211	6.397799667168023e-05	1.0
212	6.36627621595168e-05	1.0
213	6.336183792262196e-05	1.0
214	6.303421751612786e-05	1.0
215	6.274267965250336e-05	1.0
216	6.240951670718095e-05	1.0
217	6.214622528361412e-05	1.0
218	6.182846455620742e-05	1.0
219	6.155590726733831e-05	1.0
220	6.125092520774872e-05	1.0
221	6.097055417790214e-05	1.0
222	6.0657686273310775e-05	1.0
223	6.0401621191818877e-05	1.0
224	6.010144962853613e-05	1.0
225	5.984271368943066e-05	1.0
226	5.955469705465544e-05	1.0
227	5.926204093075985e-05	1.0
228	5.9010265642590674e-05	1.0
229	5.875216064569865e-05	1.0
230	5.8474601445666345e-05	1.0
231	5.821983797320564e-05	1.0
232	5.794334701018831e-05	1.0
233	5.7690218648885433e-05	1.0
234	5.741346478390873e-05	1.0
235	5.7184057752789076e-05	1.0
236	5.692035217923512e-05	1.0
237	5.6648680680328146e-05	1.0
238	5.642592725038912e-05	1.0
239	5.618164682103609e-05	1.0
240	5.592921232448807e-05	1.0
241	5.569585213315792e-05	1.0
242	5.544624081374064e-05	1.0
243	5.520919944040442e-05	1.0
244	5.496662564165221e-05	1.0
245	5.474138762710556e-05	1.0
246	5.447847170063563e-05	1.0
247	5.428405103175653e-05	1.0
248	5.403859938025241e-05	1.0
249	5.3817933629142635e-05	1.0
250	5.3591418168388794e-05	1.0
251	5.3355592541600326e-05	1.0
252	5.3140590393156844e-05	1.0
253	5.2930257005748405e-05	1.0
254	5.270142659619248e-05	1.0
255	5.248804531077107e-05	1.0
256	5.226191822329485e-05	1.0
257	5.206675816376132e-05	1.0
258	5.184446319958057e-05	1.0
259	5.164169362217188e-05	1.0
260	5.143051105500739e-05	1.0
261	5.122672019995483e-05	1.0
262	5.099344006647852e-05	1.0
263	5.0821081182628166e-05	1.0
264	5.0611334756423326e-05	1.0
265	5.041583972474133e-05	1.0
266	5.019335579240275e-05	1.0
267	5.002182412559656e-05	1.0
268	4.9816523557947226e-05	1.0
269	4.963009729808979e-05	1.0
270	4.942659213676816e-05	1.0
271	4.924017000104051e-05	1.0
272	4.9049205376791946e-05	1.0
273	4.886314725827917e-05	1.0
274	4.8647082698129544e-05	1.0
275	4.849124582128256e-05	1.0
276	4.829967563838327e-05	1.0
277	4.8119909260805996e-05	1.0
278	4.7937696118551716e-05	1.0
279	4.775906380470318e-05	1.0
280	4.757088583303274e-05	1.0
281	4.739841273779214e-05	1.0
282	4.720867796865517e-05	1.0
283	4.7045626374189334e-05	1.0
284	4.686982008909107e-05	1.0
285	4.670231175303823e-05	1.0
286	4.652392777811284e-05	1.0
287	4.6351829288006874e-05	1.0
288	4.617198521546785e-05	1.0
289	4.602047297427899e-05	1.0
290	4.584888440576619e-05	1.0
291	4.567232349899741e-05	1.0
292	4.5516736571036405e-05	1.0
293	4.535718599330499e-05	1.0
294	4.5193729198176775e-05	1.0
295	4.5033903617900083e-05	1.0
296	4.486404944461675e-05	1.0
297	4.471492656553243e-05	1.0
298	4.455617525711826e-05	1.0
299	4.437674837743721e-05	1.0
300	4.425009910801709e-05	1.0
