epoch	loss	acc
0	1.5456095276650808	0.325
1	1.1742784032918507	0.325
2	1.1219601355178948	0.31666666666666665
3	1.1108781026377337	0.2833333333333333
4	1.1047828635170176	0.325
5	1.0981410408699284	0.325
6	1.0873485502745985	0.3416666666666667
7	1.0669161554513953	0.35833333333333334
8	1.0324558300205744	0.375
9	0.989698104173376	0.475
10	0.9472689947117854	0.6083333333333333
11	0.907600488246205	0.5833333333333334
12	0.8710883797053615	0.5833333333333334
13	0.8379012351715488	0.575
14	0.8080206563189968	0.6083333333333333
15	0.7812855783943266	0.6166666666666667
16	0.7574515260574362	0.625
17	0.7362366434209993	0.6416666666666667
18	0.7173527564475932	0.6333333333333333
19	0.7005241681406942	0.6416666666666667
20	0.6854975952017279	0.625
21	0.6720462734678482	0.625
22	0.6599705283200349	0.6083333333333333
23	0.6490963885380805	0.625
24	0.6392732535603518	0.6333333333333333
25	0.6303712216388834	0.6333333333333333
26	0.6222784211567218	0.6333333333333333
27	0.6148985216074896	0.625
28	0.6081485017935433	0.6
29	0.6019566965394134	0.5916666666666667
30	0.5962611131878273	0.5916666666666667
31	0.5910079946879397	0.5833333333333334
32	0.5861506005375243	0.575
33	0.581648176155188	0.575
34	0.5774650830399035	0.575
35	0.5735700649454982	0.575
36	0.5699356284932222	0.575
37	0.566537519764979	0.575
38	0.5633542812715759	0.575
39	0.5603668762007733	0.575
40	0.5575583690083241	0.575
41	0.5549136532431885	0.5833333333333334
42	0.5524192190307756	0.5833333333333334
43	0.5500629539149281	0.5833333333333334
44	0.5478339718187246	0.5833333333333334
45	0.5457224657610271	0.5833333333333334
46	0.5437195806906316	0.5833333333333334
47	0.5418173033991003	0.5833333333333334
48	0.5400083669688487	0.5833333333333334
49	0.5382861676232444	0.5833333333333334
50	0.5366446921853985	0.5833333333333334
51	0.5350784546345883	0.5833333333333334
52	0.53358244048399	0.5833333333333334
53	0.532152057899052	0.5833333333333334
54	0.5307830946392309	0.5833333333333334
55	0.5294716800425988	0.5833333333333334
56	0.5282142513875691	0.5833333333333334
57	0.5270075240624774	0.5833333333333334
58	0.5258484650550587	0.5833333333333334
59	0.5247342693425642	0.5833333333333334
60	0.5236623388214018	0.5833333333333334
61	0.5226302634645259	0.5833333333333334
62	0.52163580443677	0.5833333333333334
63	0.5206768789340529	0.5833333333333334
64	0.5197515465429271	0.5833333333333334
65	0.5188579969430475	0.5833333333333334
66	0.5179945387975118	0.5833333333333334
67	0.5171595896952355	0.5833333333333334
68	0.5163516670260281	0.5833333333333334
69	0.5155693796832433	0.5833333333333334
70	0.5148114205010953	0.5833333333333334
71	0.5140765593442714	0.5833333333333334
72	0.5133636367765294	0.5833333333333334
73	0.5126715582427684	0.5833333333333334
74	0.5119992887057397	0.5833333333333334
75	0.51134584768428	0.6
76	0.5107103046448113	0.6
77	0.5100917747019186	0.6083333333333333
78	0.5094894145872392	0.6166666666666667
79	0.5089024188486405	0.625
80	0.5083300162438672	0.625
81	0.5077714662944847	0.625
82	0.5072260559670699	0.625
83	0.5066930964492502	0.625
84	0.5061719199883699	0.625
85	0.5056618767602488	0.625
86	0.5051623317347891	0.625
87	0.5046726615040054	0.625
88	0.5041922510365098	0.625
89	0.5037204903205921	0.625
90	0.5032567708558825	0.625
91	0.5028004819513419	0.625
92	0.5023510067851503	0.625
93	0.5019077181803334	0.6333333333333333
94	0.5014699740490869	0.6333333333333333
95	0.5010371124594194	0.6333333333333333
96	0.5006084462808118	0.6333333333333333
97	0.5001832573723051	0.6416666666666667
98	0.49976079028832215	0.6416666666666667
99	0.4993402454965593	0.6416666666666667
100	0.49892077213065167	0.6416666666666667
101	0.4985014603404338	0.6583333333333333
102	0.49808133335650095	0.6583333333333333
103	0.4976593394543331	0.6666666666666666
104	0.49723434408505585	0.6666666666666666
105	0.49680512252913595	0.6666666666666666
106	0.4963703535135598	0.6666666666666666
107	0.495928614290988	0.6666666666666666
108	0.4954783776797502	0.6666666666666666
109	0.49501801146784535	0.675
110	0.4945457803555776	0.675
111	0.4940598502328612	0.675
112	0.493558294086066	0.675
113	0.4930390983004369	0.6833333333333333
114	0.49250016773146366	0.6916666666666667
115	0.4919393278523242	0.6916666666666667
116	0.49135432267018536	0.6916666666666667
117	0.49074280790000613	0.7
118	0.49010233984802526	0.7333333333333333
119	0.4894303612479218	0.7666666666666667
120	0.4887241856825703	0.7833333333333333
121	0.48798098226609554	0.7916666666666666
122	0.4871977622574759	0.8
123	0.4863713695489867	0.8083333333333333
124	0.48549847759890835	0.8166666666666667
125	0.4845755960984842	0.825
126	0.4835990909932745	0.8333333333333334
127	0.4825652209420502	0.8333333333333334
128	0.4814701916801216	0.8416666666666667
129	0.48031022734062023	0.8416666666666667
130	0.47908165548022497	0.8416666666666667
131	0.47778100172777993	0.8416666666666667
132	0.4764050918481984	0.8416666666666667
133	0.4749511636367896	0.8416666666666667
134	0.47341699639482765	0.8416666666666667
135	0.4718010677538854	0.8416666666666667
136	0.47010274202299834	0.8583333333333333
137	0.46832247956393935	0.8583333333333333
138	0.4664620370337683	0.85
139	0.4645246130399033	0.85
140	0.4625148928402062	0.85
141	0.46043896301206005	0.85
142	0.4583040965617259	0.8583333333333333
143	0.45611843835320864	0.8583333333333333
144	0.45389063888768777	0.8583333333333333
145	0.4516294872582788	0.8583333333333333
146	0.4493435845471521	0.8666666666666667
147	0.4470410833507245	0.875
148	0.4447295033384372	0.875
149	0.4424156202990549	0.875
150	0.44010541823631627	0.8833333333333333
151	0.4378040904396833	0.8833333333333333
152	0.4355160750355763	0.8833333333333333
153	0.43324511211321826	0.8916666666666667
154	0.43099431206787236	0.8916666666666667
155	0.42876622755428656	0.8916666666666667
156	0.42656292393576734	0.8916666666666667
157	0.4243860451346203	0.8916666666666667
158	0.4222368732901504	0.8916666666666667
159	0.42011638165964094	0.8916666666666667
160	0.4180252808468582	0.8916666666666667
161	0.41596405881058796	0.8916666666666667
162	0.41393301528082804	0.8916666666666667
163	0.41193229126256586	0.8916666666666667
164	0.4099618942877342	0.8916666666666667
165	0.40802172001966025	0.8916666666666667
166	0.4061115707430947	0.8916666666666667
167	0.4042311711996787	0.8916666666666667
168	0.4023801821602572	0.8916666666666667
169	0.4005582120648157	0.8916666666666667
170	0.3987648270088223	0.9
171	0.3969995593109882	0.9
172	0.39526191486101836	0.9
173	0.3935513794157346	0.9
174	0.3918674239869297	0.9
175	0.39020950944353866	0.9
176	0.3885770904333727	0.9
177	0.3869696187151174	0.9
178	0.38538654597900596	0.9
179	0.3838273262241406	0.9
180	0.3822914177515092	0.9
181	0.3807782848240736	0.9
182	0.3792873990386835	0.9083333333333333
183	0.37781824044882456	0.9083333333333333
184	0.37637029847222714	0.9166666666666666
185	0.3749430726129923	0.9166666666666666
186	0.3735360730241124	0.9166666666666666
187	0.3721488209329248	0.9166666666666666
188	0.37078084894913205	0.9166666666666666
189	0.3694317012724854	0.9166666666666666
190	0.3681009338149885	0.9166666666666666
191	0.36678811425053054	0.9166666666666666
192	0.3654928220031603	0.9166666666666666
193	0.36421464818370647	0.9166666666666666
194	0.3629531954831575	0.9166666666666666
195	0.36170807803006993	0.9166666666666666
196	0.3604789212182854	0.9166666666666666
197	0.35926536151037286	0.9166666666666666
198	0.3580670462214556	0.9166666666666666
199	0.35688363328743006	0.9166666666666666
200	0.3557147910210242	0.9166666666666666
201	0.35456019785863213	0.9166666666666666
202	0.35341954210045823	0.9166666666666666
203	0.35229252164611063	0.9166666666666666
204	0.3511788437274824	0.9166666666666666
205	0.35007822464047533	0.9166666666666666
206	0.3489903894768812	0.9166666666666666
207	0.3479150718575313	0.9166666666666666
208	0.3468520136676558	0.9166666666666666
209	0.34580096479522787	0.9166666666666666
210	0.3447616828729458	0.9166666666666666
211	0.3437339330243966	0.9166666666666666
212	0.3427174876148381	0.925
213	0.3417121260069618	0.925
214	0.3407176343219217	0.925
215	0.33973380520586344	0.925
216	0.3387604376021182	0.925
217	0.33779733652920346	0.925
218	0.33684431286471034	0.925
219	0.3359011831351505	0.925
220	0.33496776931177863	0.925
221	0.3340438986124117	0.925
222	0.3331294033092203	0.925
223	0.3322241205424677	0.925
224	0.3313278921401492	0.925
225	0.33044056444346614	0.925
226	0.3295619881380751	0.9166666666666666
227	0.32869201809102555	0.9166666666666666
228	0.32783051319329276	0.9166666666666666
229	0.32697733620782593	0.9083333333333333
230	0.32613235362299553	0.9083333333333333
231	0.3252954355113412	0.9166666666666666
232	0.32446645539351027	0.9166666666666666
233	0.3236452901072688	0.9166666666666666
234	0.3228318196814748	0.9166666666666666
235	0.32202592721488343	0.9166666666666666
236	0.3212274987596782	0.9166666666666666
237	0.32043642320958804	0.9166666666666666
238	0.3196525921924824	0.9166666666666666
239	0.31887589996730503	0.9166666666666666
240	0.3181062433252314	0.9166666666666666
241	0.3173435214949197	0.9166666666666666
242	0.31658763605172974	0.9166666666666666
243	0.3158384908307844	0.9166666666666666
244	0.3150959918437508	0.9166666666666666
245	0.31436004719921495	0.9166666666666666
246	0.31363056702653014	0.9166666666666666
247	0.3129074634030097	0.9166666666666666
248	0.31219065028435666	0.9166666666666666
249	0.31148004343819785	0.9166666666666666
250	0.3107755603806151	0.9166666666666666
251	0.31007712031555296	0.9166666666666666
252	0.3093846440769925	0.9166666666666666
253	0.3086980540737795	0.9166666666666666
254	0.30801727423699704	0.9166666666666666
255	0.30734222996977845	0.9166666666666666
256	0.30667284809945256	0.9166666666666666
257	0.30600905683192575	0.9166666666666666
258	0.3053507857081964	0.9166666666666666
259	0.30469796556290796	0.9166666666666666
260	0.3040505284848472	0.9166666666666666
261	0.30340840777929834	0.9166666666666666
262	0.3027715379321602	0.9166666666666666
263	0.30213985457574866	0.9166666666666666
264	0.3015132944561934	0.9166666666666666
265	0.3008917954023594	0.925
266	0.3002752962962082	0.925
267	0.29966373704452887	0.925
268	0.29905705855196835	0.925
269	0.29845520269529147	0.925
270	0.29785811229880615	0.925
271	0.2972657311108889	0.925
272	0.29667800378155634	0.925
273	0.2960948758410169	0.925
274	0.2955162936791566	0.925
275	0.29494220452589837	0.925
276	0.29437255643239335	0.925
277	0.29380729825298973	0.925
278	0.2932463796279388	0.925
279	0.29268975096679206	0.925
280	0.29213736343245156	0.925
281	0.29158916892583314	0.925
282	0.291045120071107	0.925
283	0.2905051702014816	0.925
284	0.28996927334549627	0.925
285	0.2894373842137965	0.925
286	0.28890945818635577	0.925
287	0.2883854513001249	0.925
288	0.28786532023707806	0.925
289	0.28734902231263215	0.925
290	0.28683651546441935	0.925
291	0.28632775824138945	0.925
292	0.28582270979322316	0.925
293	0.28532132986003916	0.925
294	0.28482357876237374	0.925
295	0.2843294173914245	0.925
296	0.28383880719953386	0.925
297	0.2833517101909045	0.925
298	0.28286808891253423	0.925
299	0.28238790644535616	0.925
